StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Intro,Repeat,Incognito,Promptly,18orOlder,Understood,WantToContinue,Age,Gender,Country,EdLevel,Major,Browser_Browser,Browser_Version,Browser_Operating System,Browser_Resolution,EdOther,workerId,hitID,assignmentId,sessionID,FL_70_DO
2/2/2021 12:37,2/2/2021 12:40,IP Address,173.30.101.2,100,201,TRUE,2/2/2021 12:40,R_2Wu64JkeZjJdyYp,,,,,39.4848938,-88.18049622,anonymous,EN,A1XUZFDVKP95VC,TRUE,TRUE,TRUE,Yes,Yes,Yes,41,Male,United States of America,4-year College Degree,IT science,Chrome,88.0.4324.104,Windows NT 10.0,1536x864,,A1XUZFDVKP95VC,33BFF6QPI1BXGUCNUSYECLU2ITS3W3,39L1G8WVWQR61DUEN6EV7F03CIM13S,hardmap,FL_82
2/2/2021 13:29,2/2/2021 13:32,IP Address,71.226.199.167,100,195,TRUE,2/2/2021 13:32,R_273SmYTuvrPov9o,,,,,40.07130432,-74.84490204,anonymous,EN,A3E0HKLVD9A6I6,TRUE,TRUE,TRUE,Yes,Yes,Yes,42,Female,United States of America,Masters Degree,science,Chrome,87.0.4280.141,Windows NT 10.0,1366x768,,A3E0HKLVD9A6I6,3PZDSVZ3J5HSBWMD25CAQ79H3HMN4J,36PW28KO4ZW55ZNB89OK17X371KAEI,hardfov,FL_81
2/2/2021 13:32,2/2/2021 13:37,IP Address,76.210.185.217,100,290,TRUE,2/2/2021 13:37,R_2zhZpnSSC8tJHml,,,,,30.51539612,-97.66889954,anonymous,EN,A377LTGWJKY2IW,TRUE,TRUE,TRUE,Yes,Yes,Yes,52,Female,United States of America,2-year College Degree,Health Sciences,Chrome,87.0.4280.141,Windows NT 10.0,1920x1080,,A377LTGWJKY2IW,3PMR2DOWOO1OL7G7Y5GOWQ9VCWN54C,3PIWWX1FJJ6OH8C7GGCORMDE2WAJJS,easymap,FL_78
2/2/2021 13:39,2/2/2021 13:42,IP Address,169.139.19.203,100,168,TRUE,2/2/2021 13:42,R_2bN1JeoO9O5GYPv,,,,,25.78689575,-80.20210266,anonymous,EN,A39K5MR4MCSC56,TRUE,TRUE,TRUE,Yes,Yes,Yes,32,Male,United States of America,4-year College Degree,Political Science,Chrome,88.0.4324.96,Linux x86_64,1920x1080,,A39K5MR4MCSC56,3PZDSVZ3J5HSBWMD25CAQ79H3HMN4J,3NPFYT4IZC4FLQRVPE6MLITDL28GX9,easyfov,FL_77
2/2/2021 13:41,2/2/2021 13:43,IP Address,69.250.86.106,100,161,TRUE,2/2/2021 13:43,R_1mz62WH7RNgvlPz,,,,,39.56930542,-76.98690033,anonymous,EN,A1P6LFEAY9MWAY,TRUE,TRUE,TRUE,Yes,Yes,Yes,31,Female,United States of America,Some College,finance,Chrome,88.0.4324.104,Windows NT 10.0,1920x1080,,A1P6LFEAY9MWAY,3PZDSVZ3J5HSBWMD25CAQ79H3HMN4J,39O5D9O87TSQOG4C333FOBJUGFFC3V,mediumfov,FL_79
2/2/2021 13:34,2/2/2021 13:44,IP Address,184.91.109.132,100,550,TRUE,2/2/2021 13:44,R_22WvfrwojrraKiW,,,,,28.71150208,-81.5134964,anonymous,EN,AU34T9OMHN4Z4,TRUE,TRUE,TRUE,Yes,Yes,Yes,42,Female,United States of America,High School / GED,N/A,Chrome,87.0.4280.141,Windows NT 10.0,1920x1080,,AU34T9OMHN4Z4,3PMR2DOWOO1OL7G7Y5GOWQ9VCWN54C,32RIADZISS4RDTCC03YYDLFIGIX4S2,mediumfov,FL_79
2/2/2021 13:45,2/2/2021 13:48,IP Address,73.135.17.30,100,148,TRUE,2/2/2021 13:48,R_3en5b3HQQEToFve,,,,,39.33610535,-76.53890228,anonymous,EN,A37XBH865833FE,TRUE,TRUE,TRUE,Yes,Yes,Yes,26,Male,United States of America,High School / GED,none,Chrome,88.0.4324.104,Windows NT 10.0,1920x1080,,A37XBH865833FE,3PMR2DOWOO1OL7G7Y5GOWQ9VCWN54C,3SUWZRL0MYD4IXB8IW78L2VHBIUE6W,mediummap,FL_80
1/26/2021 13:52,1/26/2021 13:53,IP Address,170.10.187.43,5,65,FALSE,2/2/2021 13:53,R_3GxhBZxi0UWDJXr,,,,,,,anonymous,EN,A1DZMZTXWOM9MR,,,,,,,,,,,,,,,,,A1DZMZTXWOM9MR,3HEADTGN2PSCK7XKF8UE8HE4HR7VRC,3HSYG7LRBJYE3CO7GMCCTGD4WN1KK8,FS_3GxhBZxi0UWDJXr,
2/2/2021 13:47,2/2/2021 13:58,IP Address,108.225.41.224,100,662,TRUE,2/2/2021 13:58,R_27kWLNS7mlynIyw,,,,,35.38819885,-97.72609711,anonymous,EN,A351P2O6QGTCS,TRUE,TRUE,TRUE,Yes,Yes,Yes,55,Female,United States of America,High School / GED,none,Chrome,88.0.4324.104,Windows NT 6.3,1366x768,,A351P2O6QGTCS,3PMR2DOWOO1OL7G7Y5GOWQ9VCWN54C,3LBXNTKX0RV06G4NB80CT17QHPD9XB,easyfov,FL_77
1/26/2021 13:44,1/26/2021 14:00,IP Address,47.204.36.39,90,963,FALSE,2/2/2021 14:00,R_3015TOuigjZkdnt,,,,,,,anonymous,EN,A2XPWASDT8AYXH,TRUE,TRUE,TRUE,Yes,Yes,Yes,52,Male,United States of America,4-year College Degree,Business Finance,Chrome,87.0.4280.141,Windows NT 10.0,1366x768,,A2XPWASDT8AYXH,3MD8CKRQZZN3TCXQYJGV5T3AM40JRF,3018Q3ZVOIQUE3SGUF8K0EWMM31RAT,FS_3015TOuigjZkdnt,
2/2/2021 14:05,2/2/2021 14:07,IP Address,216.170.171.39,100,131,TRUE,2/2/2021 14:07,R_28XLWZV2tx5wMoT,,,,,37.14570618,-113.3615036,anonymous,EN,A3HCGNV93TJO7R,TRUE,TRUE,TRUE,Yes,Yes,Yes,33,Female,United States of America,2-year College Degree,General Studies,Chrome,88.0.4324.104,Windows NT 10.0,1920x1080,,A3HCGNV93TJO7R,3PMR2DOWOO1OL7G7Y5GOWQ9VCWN54C,30BUDKLTXDV8ZTBUDDX3TWHHFNJE5G,hardmap,FL_82
2/2/2021 14:19,2/2/2021 14:23,IP Address,68.205.81.224,100,244,TRUE,2/2/2021 14:23,R_Rm1HtW8j3z3TuHT,,,,,28.55039978,-81.1832962,anonymous,EN,AOSO1D81K0ET0,TRUE,TRUE,TRUE,Yes,Yes,Yes,64,Male,United States of America,Some College,Business,Chrome,88.0.4324.96,Macintosh,1440x900,,AOSO1D81K0ET0,3PMR2DOWOO1OL7G7Y5GOWQ9VCWN54C,3X1FV8S5JXRNH1M0PZ54XXWS5R0GV6,easymap,FL_78
2/2/2021 14:29,2/2/2021 14:34,IP Address,63.248.165.76,100,260,TRUE,2/2/2021 14:34,R_3DdrUBaKXEdokol,,,,,41.311203,-111.9689026,anonymous,EN,A3CJS37DSXQOAZ,TRUE,TRUE,TRUE,Yes,Yes,Yes,32,Female,United States of America,High School / GED,n/a,Chrome,88.0.4324.104,Windows NT 10.0,1920x1080,,A3CJS37DSXQOAZ,3PZDSVZ3J5HSBWMD25CAQ79H3HMN4J,3YGXWBAF70HB6CNG3H8YYGB0UFBC4G,hardfov,FL_81
2/2/2021 14:40,2/2/2021 14:42,IP Address,162.205.160.44,100,99,TRUE,2/2/2021 14:42,R_2f8nlC1gPkyeuSm,,,,,37.12289429,-93.47579956,anonymous,EN,A24DSECWUBZC0Z,TRUE,TRUE,TRUE,Yes,Yes,Yes,43,Male,United States of America,Some College,general,Chrome,88.0.4324.104,Windows NT 10.0,1920x1080,,A24DSECWUBZC0Z,3PZDSVZ3J5HSBWMD25CAQ79H3HMN4J,3WLEIWSYHOHSK6J9LV3BGSBINTNH21,mediumfov,FL_79
2/2/2021 14:42,2/2/2021 14:47,IP Address,174.84.60.207,100,302,TRUE,2/2/2021 14:47,R_24hLRixOs379jTY,,,,,42.81930542,-83.28450012,anonymous,EN,A1S1K7134S2VUC,TRUE,TRUE,TRUE,Yes,Yes,Yes,48,Male,United States of America,Masters Degree,engineering,Chrome,88.0.4324.104,Windows NT 10.0,1366x768,,A1S1K7134S2VUC,3PMR2DOWOO1OL7G7Y5GOWQ9VCWN54C,3EJPLAJKEMG2TS24EJLL6CWZZO36ZU,easymap,FL_78
2/2/2021 15:14,2/2/2021 15:15,IP Address,152.26.181.32,100,75,TRUE,2/2/2021 15:15,R_2ZE5cRp9PJFAoRq,,,,,35.05969238,-79.00579834,anonymous,EN,A3DKO4MPMCWZT,TRUE,TRUE,TRUE,Yes,Yes,Yes,40,Male,United States of America,4-year College Degree,History,Chrome,88.0.4324.104,Windows NT 10.0,1920x1080,,A3DKO4MPMCWZT,3PMR2DOWOO1OL7G7Y5GOWQ9VCWN54C,3P529IW9KYLE7WEB0BXGS3YEDE2FLR,hardmap,FL_82
2/2/2021 15:15,2/2/2021 15:21,IP Address,97.99.66.19,100,324,TRUE,2/2/2021 15:21,R_1iqWbKUDKQ0WHyz,,,,,32.99580383,-96.78820038,anonymous,EN,A1SWGSFIMZJQE,TRUE,TRUE,TRUE,Yes,Yes,Yes,31,Male,United States of America,2-year College Degree,Computer Science ,Safari,14.0.2,Macintosh,1440x900,,A1SWGSFIMZJQE,3PMR2DOWOO1OL7G7Y5GOWQ9VCWN54C,31Q0U3WYDPFO2WV1PIHLKWCJHKF174,hardfov,FL_81
1/26/2021 15:38,1/26/2021 15:41,IP Address,72.18.134.152,5,193,FALSE,2/2/2021 15:41,R_3Lj3dRgEwUmmEdk,,,,,,,anonymous,EN,A3ET6NWQH4NNDG,,,,,,,,,,,,,,,,,A3ET6NWQH4NNDG,3HEADTGN2PSCK7XKF8UE8HE4HR7VRC,308XBLVESI4ZXDX80T8GVPGS4LRRBT,FS_3Lj3dRgEwUmmEdk,
2/2/2021 15:41,2/2/2021 15:44,IP Address,198.37.254.223,100,185,TRUE,2/2/2021 15:44,R_bNOzH033ZJuhKSJ,,,,,38.2131958,-84.54550171,anonymous,EN,AVJUIF9QHQRY8,TRUE,TRUE,TRUE,Yes,Yes,Yes,36,Female,United States of America,2-year College Degree,IT,Chrome,88.0.4324.104,Windows NT 10.0,1536x864,,AVJUIF9QHQRY8,3PMR2DOWOO1OL7G7Y5GOWQ9VCWN54C,3FTOP5WARFOHF2BLU82I9HYI3N90J7,easyfov,FL_77
2/2/2021 16:05,2/2/2021 16:09,IP Address,73.128.52.79,100,216,TRUE,2/2/2021 16:09,R_1DSl3Og075N3KWh,,,,,39.08509827,-77.05899811,anonymous,EN,AAC9DJ81ZXUE7,TRUE,TRUE,TRUE,Yes,Yes,Yes,33,Female,United States of America,Some College,English,Chrome,88.0.4324.104,Windows NT 10.0,1920x1080,,AAC9DJ81ZXUE7,3PZDSVZ3J5HSBWMD25CAQ79H3HMN4J,320DUZ38G7MEQ6M68ARLU9LYA51GJV,mediummap,FL_80
2/2/2021 16:08,2/2/2021 16:11,IP Address,24.228.39.126,100,211,TRUE,2/2/2021 16:11,R_d4CRgBA54wK2v2F,,,,,40.61860657,-73.92720032,anonymous,EN,A3W4MAKNDI1SXM,TRUE,TRUE,TRUE,Yes,Yes,Yes,53,Female,United States of America,4-year College Degree,finance,Chrome,88.0.4324.96,Macintosh,2048x1152,,A3W4MAKNDI1SXM,3PZDSVZ3J5HSBWMD25CAQ79H3HMN4J,3NG53N1RLVJVJ2JMKPKHZSQCVLUP8O,hardmap,FL_82
1/26/2021 16:35,1/26/2021 16:37,IP Address,184.155.151.34,90,99,FALSE,2/2/2021 16:37,R_scFuFgEOFD5q7ip,,,,,,,anonymous,EN,A2OX8TSRCU6NKD,TRUE,TRUE,TRUE,Yes,Yes,Yes,54,Female,United States of America,Masters Degree,,Chrome,87.0.4280.141,Windows NT 10.0,1920x1200,,A2OX8TSRCU6NKD,3HEADTGN2PSCK7XKF8UE8HE4HR7VRC,3V0Z7YWSIY0X27ETQKKFVT2RVLS2VW,FS_scFuFgEOFD5q7ip,
2/3/2021 10:19,2/3/2021 10:22,IP Address,70.15.68.208,100,167,TRUE,2/3/2021 10:22,R_3g1vmHOnTC9q1pL,,,,,40.59289551,-75.10250092,anonymous,EN,AAXE7YXVSSM8E,TRUE,TRUE,TRUE,Yes,Yes,Yes,33,Female,United States of America,Masters Degree,Education,Chrome,88.0.4324.96,Macintosh,1440x900,,AAXE7YXVSSM8E,3UAU495MIIS9AFG4IQ35I07GS5DOUM,3OS4RQUCR9F2UNSZ9Y8ME0291NAFBW,hardfov,FL_81
2/3/2021 10:19,2/3/2021 10:22,IP Address,76.87.188.7,100,207,TRUE,2/3/2021 10:22,R_2ByyzWxdFQaN3Ii,,,,,34.41329956,-118.0917053,anonymous,EN,A30FIPRPFQRBO6,TRUE,TRUE,TRUE,Yes,Yes,Yes,57,Female,United States of America,Masters Degree,Communicative Disorders,Chrome,88.0.4324.146,Windows NT 10.0,1366x768,,A30FIPRPFQRBO6,3UAU495MIIS9AFG4IQ35I07GS5DOUM,39RP059MEHT80XKGVLCZ9QMIYOMMBA,easyfov,FL_77
2/3/2021 10:20,2/3/2021 10:23,IP Address,74.71.23.203,100,173,TRUE,2/3/2021 10:23,R_A4XCUP7wmhswpsB,,,,,40.80000305,-73.9763031,anonymous,EN,A3BU8UL4W258UU,TRUE,TRUE,TRUE,Yes,Yes,Yes,36,Male,United States of America,4-year College Degree,Economics,Chrome,88.0.4324.104,Windows NT 10.0,1730x973,,A3BU8UL4W258UU,3ZZAYRN1I6RUA21FILDVD4LE9R6OTV,3VD82FOHKQOFA5XYM1N7CEH5B91COM,easymap,FL_78
2/3/2021 10:19,2/3/2021 10:23,IP Address,136.57.219.35,100,224,TRUE,2/3/2021 10:23,R_1OVMrgjquQvC91C,,,,,35.29159546,-80.82009888,anonymous,EN,A1KHZG8LZQ25RF,TRUE,TRUE,TRUE,Yes,Yes,Yes,28,Female,United States of America,4-year College Degree,Elementary Education,Chrome,88.0.4324.104,Windows NT 10.0,1280x720,,A1KHZG8LZQ25RF,3SV8KD29L4S76NPZQLAKSB5MAIHZK1,3LKC68YZ3A3OO3333SN8O8O83PJOW7,mediummap,FL_80
2/3/2021 10:19,2/3/2021 10:24,IP Address,73.43.213.121,100,267,TRUE,2/3/2021 10:24,R_cHqcvL7EntqvUEp,,,,,33.99159241,-83.89009857,anonymous,EN,A2PJ9BRKDZ0AUE,TRUE,TRUE,TRUE,Yes,Yes,Yes,41,Female,United States of America,4-year College Degree,Computer Science,Chrome,88.0.4324.104,Windows NT 10.0,1920x1080,,A2PJ9BRKDZ0AUE,360ZO6N6J1JNQK7P7ZT1U0VXKKOM9E,3QJOXOW4XJR670W05CEPAYS31LZMEA,mediumfov,FL_79
2/3/2021 10:19,2/3/2021 10:25,IP Address,174.29.105.75,100,309,TRUE,2/3/2021 10:25,R_NUBIF6yH6jnacPD,,,,,37.75100708,-97.8219986,anonymous,EN,A27HVVLSZZ13XK,TRUE,TRUE,TRUE,Yes,Yes,Yes,50,Male,United States of America,Some College,,Chrome,88.0.4324.104,Windows NT 10.0,1920x1080,,A27HVVLSZZ13XK,3ZZAYRN1I6RUA21FILDVD4LE9R6OTV,3N2BF7Y2VQUIRAN2VDMVV1PGT1RHML,mediummap,FL_80
2/3/2021 10:19,2/3/2021 10:25,IP Address,69.40.132.199,100,351,TRUE,2/3/2021 10:25,R_3Jr41v6lNVHOqcD,,,,,31.73609924,-96.15720367,anonymous,EN,A6TSV1WPP3GG3,TRUE,TRUE,TRUE,Yes,Yes,Yes,61,Male,United States of America,4-year College Degree,agriculture business,Chrome,88.0.4324.146,Windows NT 10.0,1680x1050,,A6TSV1WPP3GG3,3JYPJ2TAYI82CXVF21LLL0B3SNUFPV,3VJ40NV2QINWWMZ98NIX1OH9ZV1OTH,hardfov,FL_81
2/3/2021 10:20,2/3/2021 10:26,IP Address,68.32.62.151,100,360,TRUE,2/3/2021 10:26,R_3RxtWdBeZKu8T89,,,,,42.64419556,-82.89849854,anonymous,EN,A19OCD2Q0K2U6M,TRUE,TRUE,TRUE,Yes,Yes,Yes,57,Male,United States of America,High School / GED,math,Chrome,88.0.4324.96,Macintosh,2048x1152,,A19OCD2Q0K2U6M,3ZZAYRN1I6RUA21FILDVD4LE9R6OTV,34S6N1K2ZVJYLS5HV1LGVOARTW1HLJ,easyfov,FL_77
2/3/2021 10:23,2/3/2021 10:26,IP Address,174.61.131.214,100,206,TRUE,2/3/2021 10:26,R_2tG7eTwW8JIVXua,,,,,47.62950134,-122.3164978,anonymous,EN,A2U7YH34X0KFXA,TRUE,TRUE,TRUE,Yes,Yes,Yes,28,Female,United States of America,"Professional Degree (JD, MD)",Law,Chrome,88.0.4324.146,Windows NT 10.0,1366x768,,A2U7YH34X0KFXA,3JYPJ2TAYI82CXVF21LLL0B3SNUFPV,3KIBXJ1WD5UXT39MEE450XUDGIAKO7,easymap,FL_78
2/3/2021 10:20,2/3/2021 10:26,IP Address,98.110.20.58,100,379,TRUE,2/3/2021 10:26,R_1Owq4zIoG8jKtD9,,,,,39.37620544,-75.16169739,anonymous,EN,A2KRPK3GQR0GA9,TRUE,TRUE,TRUE,Yes,Yes,Yes,34,Male,United States of America,High School / GED,it,Chrome,87.0.4280.142,CrOS aarch64 13505.100.0,750x1200,,A2KRPK3GQR0GA9,3UAU495MIIS9AFG4IQ35I07GS5DOUM,3CTOC39K37QVXDB5F7NROW85B407J5,hardmap,FL_82
2/3/2021 10:21,2/3/2021 10:28,IP Address,68.119.202.239,100,419,TRUE,2/3/2021 10:28,R_3oAvxV67pEEUGIc,,,,,35.05349731,-82.05819702,anonymous,EN,A17PORAJCUTBBB,TRUE,TRUE,TRUE,Yes,Yes,Yes,28,Female,United States of America,2-year College Degree,AA,Chrome,88.0.4324.104,Windows NT 10.0,1366x768,,A17PORAJCUTBBB,3ZZAYRN1I6RUA21FILDVD4LE9R6OTV,37UQDCYH6XV4O8BZWW1ARKJZ6R77VQ,mediumfov,FL_79
2/3/2021 10:21,2/3/2021 10:29,IP Address,97.64.77.220,100,460,TRUE,2/3/2021 10:29,R_2dRPf8WJUix74D0,,,,,35.62080383,-117.6732025,anonymous,EN,A249LDVPG27XCE,TRUE,TRUE,TRUE,Yes,Yes,Yes,54,Female,United States of America,2-year College Degree,psychology/law,Chrome,88.0.4324.104,Windows NT 10.0,1280x720,,A249LDVPG27XCE,3JYPJ2TAYI82CXVF21LLL0B3SNUFPV,32Z9ZLUT1LK6RD8E8T18N5ELO16HO0,hardmap,FL_82
2/3/2021 10:23,2/3/2021 10:30,IP Address,35.139.240.91,100,438,TRUE,2/3/2021 10:30,R_3g5ehE9NAbidARH,,,,,27.47489929,-82.61859894,anonymous,EN,AS3GWXBJL6I2B,TRUE,TRUE,TRUE,Yes,Yes,Yes,38,Female,United States of America,Some College,music,Chrome,88.0.4324.104,Windows NT 10.0,1366x768,,AS3GWXBJL6I2B,3JYPJ2TAYI82CXVF21LLL0B3SNUFPV,3R08VXYT7CVH3XB4M666DM2DD097W0,mediummap,FL_80
2/3/2021 10:25,2/3/2021 10:30,IP Address,76.107.77.40,100,295,TRUE,2/3/2021 10:30,R_21c5iVs5jCVnk1n,,,,,32.46989441,-90.11019897,anonymous,EN,A1PAY3X73PQ16S,TRUE,TRUE,TRUE,Yes,Yes,Yes,53,Female,United States of America,"Professional Degree (JD, MD)",Law,Chrome,88.0.4324.96,Macintosh,2560x1440,,A1PAY3X73PQ16S,360ZO6N6J1JNQK7P7ZT1U0VXKKOM9E,3TXMY6UCAEOIVHAE1EFB1JC5QAJCQU,easymap,FL_78
2/3/2021 10:27,2/3/2021 10:32,IP Address,73.189.147.24,100,291,TRUE,2/3/2021 10:32,R_1DHI6KKL9PMc8ie,,,,,38.54629517,-122.8047028,anonymous,EN,APRZ7BR8C0ZMQ,TRUE,TRUE,TRUE,Yes,Yes,Yes,57,Male,United States of America,4-year College Degree,Sociology,Chrome,88.0.4324.104,Windows NT 10.0,1920x1080,,APRZ7BR8C0ZMQ,360ZO6N6J1JNQK7P7ZT1U0VXKKOM9E,3QY7M81QH7MQ8XHNXSN3PB8IQT0K7H,easyfov,FL_77
2/3/2021 10:29,2/3/2021 10:34,IP Address,74.129.74.133,100,301,TRUE,2/3/2021 10:34,R_2wsoiL4fUO9zTyk,,,,,36.93649292,-84.09010315,anonymous,EN,A10V73ANM5HV2A,TRUE,TRUE,TRUE,Yes,Yes,Yes,39,Female,United States of America,Some College,NA,Chrome,87.0.4280.141,Windows NT 10.0,1366x768,,A10V73ANM5HV2A,3UAU495MIIS9AFG4IQ35I07GS5DOUM,30BXRYBRP4XEWMHGZFSI4ZR7R35HWC,mediumfov,FL_79
2/3/2021 10:24,2/3/2021 10:34,IP Address,107.3.165.246,100,618,TRUE,2/3/2021 10:34,R_3Ol94jdeZbnbLt9,,,,,37.38589478,-122.0881958,anonymous,EN,A1XRIEYLA7ZJ3B,TRUE,TRUE,TRUE,Yes,Yes,Yes,36,Female,United States of America,Masters Degree,Computer Science,Edge,88.0.705.56,Windows NT 10.0,1366x768,,A1XRIEYLA7ZJ3B,3SV8KD29L4S76NPZQLAKSB5MAIHZK1,3FFJ6VRIL1OLKRRFCQHIXGJIQB5I04,hardfov,FL_81
2/3/2021 10:27,2/3/2021 10:35,IP Address,73.176.63.144,100,487,TRUE,2/3/2021 10:35,R_32SfuPM3CVCGfrm,,,,,41.49009705,-87.45839691,anonymous,EN,A16Q3MHTM4E825,TRUE,TRUE,TRUE,Yes,Yes,Yes,32,Female,United States of America,Some College,Accounting,Chrome,88.0.4324.104,Windows NT 10.0,1093x615,,A16Q3MHTM4E825,3JYPJ2TAYI82CXVF21LLL0B3SNUFPV,3L70J4KAZGM0DT9BCED0VPFI7S9ADL,easymap,FL_78
2/3/2021 10:35,2/3/2021 10:39,IP Address,67.172.94.204,100,241,TRUE,2/3/2021 10:39,R_3hijnF6xRKCmFmQ,,,,,42.40359497,-86.25209808,anonymous,EN,A3L66F6UD9E837,TRUE,TRUE,TRUE,Yes,Yes,Yes,30,Male,United States of America,4-year College Degree,Business Management,Chrome,88.0.4324.104,Windows NT 10.0,1366x768,,A3L66F6UD9E837,3ZZAYRN1I6RUA21FILDVD4LE9R6OTV,3KV0LJBBH2LVG415RIYP95RMGAPMRN,hardfov,FL_81
2/3/2021 10:35,2/3/2021 10:41,IP Address,184.91.225.123,100,363,TRUE,2/3/2021 10:41,R_1dxZwb8KbKnc3Ax,,,,,29.02470398,-80.95839691,anonymous,EN,A308FEI88TJ8WV,TRUE,TRUE,TRUE,Yes,Yes,Yes,64,Female,United States of America,High School / GED,N/A,Chrome,88.0.4324.104,Windows NT 10.0,1536x864,,A308FEI88TJ8WV,360ZO6N6J1JNQK7P7ZT1U0VXKKOM9E,3L4D84MILZSSQ2HHSG93F9XZP7WHJH,mediumfov,FL_79
2/3/2021 10:42,2/3/2021 10:43,IP Address,72.206.46.22,100,57,TRUE,2/3/2021 10:43,R_10BhGIkTryczTTv,,,,,36.09539795,-95.92230225,anonymous,EN,A1FS8SBR4SDWYG,TRUE,TRUE,TRUE,Yes,Yes,Yes,34,Female,United States of America,Masters Degree,eNGLISH,Chrome,87.0.4280.141,Windows NT 10.0,1366x768,,A1FS8SBR4SDWYG,360ZO6N6J1JNQK7P7ZT1U0VXKKOM9E,3CCZ6YKWR7JR4XKD52HH1IG6OTT59T,hardmap,FL_82
2/3/2021 10:48,2/3/2021 10:50,IP Address,75.166.158.223,100,160,TRUE,2/3/2021 10:50,R_3G6Nho791umU2Ww,,,,,39.64630127,-105.009201,anonymous,EN,A23G1L7KYHK9F2,TRUE,TRUE,TRUE,Yes,Yes,Yes,37,Male,United States of America,4-year College Degree,Information Security,Firefox,85,Windows NT 6.3,1366x768,,A23G1L7KYHK9F2,3ZZAYRN1I6RUA21FILDVD4LE9R6OTV,3JC6VJ2SABJ59GUIX8VHXDRQUBB5A8,easyfov,FL_77
2/3/2021 10:42,2/3/2021 10:51,IP Address,174.75.55.131,100,545,TRUE,2/3/2021 10:51,R_2VrliUxxLlmoWDW,,,,,36.11500549,-115.2164993,anonymous,EN,A2RNCA7PK35LHT,TRUE,TRUE,TRUE,Yes,Yes,Yes,40,Female,United States of America,4-year College Degree,business economics,Chrome,87.0.4280.152,CrOS x86_64 13505.111.0,1300x731,,A2RNCA7PK35LHT,360ZO6N6J1JNQK7P7ZT1U0VXKKOM9E,3GGAI1SQEVYRA2CM9L8UKAS0G9MCM7,mediummap,FL_80
2/3/2021 10:48,2/3/2021 10:53,IP Address,71.60.112.107,100,303,TRUE,2/3/2021 10:53,R_ZK1ziLAkKtRBUTT,,,,,40.44670105,-79.68419647,anonymous,EN,A1PBRKFHSF1OF8,TRUE,TRUE,TRUE,Yes,Yes,Yes,35,Female,United States of America,4-year College Degree,accounting,Chrome,88.0.4324.104,Windows NT 10.0,1366x768,,A1PBRKFHSF1OF8,3JYPJ2TAYI82CXVF21LLL0B3SNUFPV,3H7XDTSHKCR0WQM5F9A0JZF6C3SWGS,easyfov,FL_77
2/3/2021 10:57,2/3/2021 11:00,IP Address,74.74.131.154,100,185,TRUE,2/3/2021 11:00,R_p6NkdEsCajcg8ox,,,,,43.07470703,-77.51809692,anonymous,EN,A314KKX6ONDO9O,TRUE,TRUE,TRUE,Yes,Yes,Yes,37,Female,United States of America,Some College,liberal arts,Chrome,88.0.4324.104,Windows NT 10.0,1360x768,,A314KKX6ONDO9O,360ZO6N6J1JNQK7P7ZT1U0VXKKOM9E,3CFJTT4SXTQZ22RZXP2RCVT5YPB7IT,hardmap,FL_82
2/3/2021 10:53,2/3/2021 11:03,IP Address,131.100.2.117,100,647,TRUE,2/3/2021 11:03,R_uqyrIAZLu9X9Tu9,,,,,21.30369568,-157.8666992,anonymous,EN,A2PTTSUG7NF42Q,TRUE,TRUE,TRUE,Yes,Yes,Yes,54,Male,United States of America,Masters Degree,Architecture ,Chrome,88.0.4324.104,Windows NT 10.0,1366x768,,A2PTTSUG7NF42Q,3UAU495MIIS9AFG4IQ35I07GS5DOUM,3F0BG9B9MPNLS26417OUYJNTO897YZ,mediumfov,FL_79
2/3/2021 11:01,2/3/2021 11:04,IP Address,97.68.111.106,100,180,TRUE,2/3/2021 11:04,R_2SdVLhpnUjSH1Sg,,,,,28.30560303,-81.41970062,anonymous,EN,A1Y0Y6U906ABT5,TRUE,TRUE,TRUE,Yes,Yes,Yes,41,Female,United States of America,4-year College Degree,business,Chrome,88.0.4324.104,Windows NT 10.0,1366x768,,A1Y0Y6U906ABT5,3UAU495MIIS9AFG4IQ35I07GS5DOUM,358UUM7WRZ3CV1UINCW0QNUWLLU7RX,easymap,FL_78
2/3/2021 11:22,2/3/2021 11:25,IP Address,68.23.76.245,100,195,TRUE,2/3/2021 11:25,R_wYJi47VyHVHSwGB,,,,,25.60620117,-80.34519958,anonymous,EN,ALT6TQMZJKSFQ,TRUE,TRUE,TRUE,Yes,Yes,Yes,40,Male,United States of America,Some College,it,Chrome,88.0.4324.96,Windows NT 10.0,1366x768,,ALT6TQMZJKSFQ,3UAU495MIIS9AFG4IQ35I07GS5DOUM,3QL2OFSM96IXSKXMLMNUXPH0LZWCN7,hardfov,FL_81
